id;titulo;data_de_abertura;status;data_de_fechamento;requerente_id;categoria;localizacao;descricao;atribuido_grupo_tecnico;cidade;responsavel_id;qtd_monitor;cidade_normalizada;cidade_ibge;codigo_ibge
50161;Rede, [TERMO_INTERNO] e Internet: Liberação - [NOME_REMOVIDO]/Programa;07-10-2025 11:51;Fechado;07-10-2025 14:42;USER_ecf7af56;REDE E INTERNET;SÃO BENTO DO NORTE;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : [NOME_REMOVIDO] > Secretaria administrativa
 

O QUE DESEJA SOLICITAR?

2) SELECIONE: : Liberação - [NOME_REMOVIDO]/Programa
 

INFORMAÇÕES OBRIGATÓRIAS:

3) LINK/[NOME_REMOVIDO]: : [URL_REMOVIDA]
4) ENDEREÇO IP DA ESTAÇÃO DE TRABALHO: : 5956A3F0-90D5-4179-A9CE-328E4877C1A0
5) MOTIVAÇÃO: : [NOME_REMOVIDO] em outro computador da Secretaria que estou logado, visto que, o computador em que costumo ter acesso deu problema.
6) A LIBERAÇÃO É DEFINITIVA? [NOME_REMOVIDO], [NOME_REMOVIDO]: : Sim.
 

ANEXO:

7) : Nenhum documento anexado";SUPORTE N2;São Bento do Norte;USER_ed78a147;0;sao bento do norte;São Bento do Norte;2411601
50151;Sistemas: Sistema de Processos;07-10-2025 11:38;Fechado;22-10-2025 07:48;USER_a05bbf74;SISTEMAS;SEDE CENTRAL II;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - [NOME_REMOVIDO] [TERMO_INTERNO] - Administrativos > [NOME_REMOVIDO]
2) CARGO: : Gerente | [NOME_REMOVIDO]
 

DE [NOME_REMOVIDO]?

3) SELECIONE: : e-MP
 

O QUE DESEJA SOLICITAR?

4) SELECIONE: : Solicitações
 

INFORMAÇÕES OBRIGATÓRIAS:

5) TELEFONE PARA CONTATO: : [TELEFONE_REMOVIDO]
6) [NOME_REMOVIDO]: : 
Encaminho em ANEXO as alterações e as taxonomias criadas pelo [NOME_REMOVIDO], a fim de serem atualizados no sistema e-mp.";SUPORTE SISTEMAS;Natal;USER_ed78a147;0;natal;Natal;2408102
50136;Suporte à estação de trabalho: Problema - Computador;07-10-2025 11:12;Fechado;20-10-2025 16:19;USER_dd397063;SUPORTE À ESTAÇÃO;SEDE ADMINISTRATIVA I;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - [NOME_REMOVIDO] PMJs > 71º [NOME_REMOVIDO] - Natal
 

O QUE DESEJA SOLICITAR?

2) SELECIONE : Problema - Computador
 

INFORMAÇÕES OBRIGATÓRIAS:

3) TELEFONE PARA CONTATO: : [TELEFONE_REMOVIDO]
4) NOME OU ENDEREÇO IP DA ESTAÇÃO DE TRABALHO ([NOME_REMOVIDO], [NOME_REMOVIDO]): : 019332
5) DESCRIÇÃO DO PROBLEMA: : 
Bom dia, prezados! 

Solicito, por gentileza, atendimento para configurar a tela do computador do meio da sala de [NOME_REMOVIDO] PMJs de [NOME_REMOVIDO] (última sala do corredor à direita).

Endereçco: [NOME_REMOVIDO], 255, [NOME_REMOVIDO], 3º andar, Cep 59064-160, Natal/RN.

 

Atenciosamente,

[NOME_REMOVIDO]/[NOME_REMOVIDO] 71ªPMJ

[MATRICULA_REMOVIDA]

Contato [TELEFONE_REMOVIDO]

 

6) INFORMAÇÕES ADICIONAIS : 
 

ANEXO:

7) : Nenhum documento anexado";SUPORTE N2;Natal;USER_ed78a147;0;natal;Natal;2408102
50129;Sistemas: Sistema de Processos;07-10-2025 11:04;Fechado;08-10-2025 08:16;USER_a05bbf74;SISTEMAS;SEDE CENTRAL II;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - [NOME_REMOVIDO] [TERMO_INTERNO] - Administrativos > [NOME_REMOVIDO]
2) CARGO: : Gerente | [NOME_REMOVIDO]
 

DE [NOME_REMOVIDO]?

3) SELECIONE: : e-MP
 

O QUE DESEJA SOLICITAR?

4) SELECIONE: : Solicitações
 

INFORMAÇÕES OBRIGATÓRIAS:

5) TELEFONE PARA CONTATO: : [TELEFONE_REMOVIDO]
6) [NOME_REMOVIDO]: : 
Encaminho em ANEXO  OFÍCIO-CIRCULAR nº 59/2025/CPE / CNMP que comunica atualização das [NOME_REMOVIDO] CNMP, para fins de atualização da taxonomia no sistema e-MP.";SUPORTE SISTEMAS;Natal;USER_ed78a147;0;natal;Natal;2408102
50096;Suporte em eventos: [NOME_REMOVIDO] suporte em evento;07-10-2025 10:13;Fechado;07-10-2025 10:48;USER_86fbf437;SUPORTE EM EVENTOS;MOSSORÓ;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Mossoró > Promotorias > 5ª [NOME_REMOVIDO] justiça
 

INFORMAÇÕES OBRIGATÓRIAS:

2) SOLICITANTE: : [NOME_REMOVIDO]
3) [NOME_REMOVIDO]: : [NOME_REMOVIDO] ANPP
4) DATA E [NOME_REMOVIDO]: : 07-10-2025 09:00
5) DATA E [NOME_REMOVIDO]: : 07-10-2025 12:00
6) [NOME_REMOVIDO]: : [NOME_REMOVIDO] audiências
7) [NOME_REMOVIDO] O EVENTO: : 
Solicito checagem nos computadores e equipamentos periféricos a serem utilizados nas audiências de anpp agendadas para o dia 07/10/2025, a partir das 9h

 

ANEXO:

8) : Nenhum documento anexado";SUPORTE N2;Mossoró;USER_ca7ca1e2;0;mossoro;Mossoró;2408003
50080;Rede, [TERMO_INTERNO] e Internet: [NOME_REMOVIDO] AD;07-10-2025 09:58;Fechado;07-10-2025 10:07;USER_4dc1ecfc;REDE E INTERNET;SEDE CENTRAL II;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - [NOME_REMOVIDO] [TERMO_INTERNO] - Administrativos > [NOME_REMOVIDO] atendimento ao [LOGIN_REMOVIDO]?

2) SELECIONE: : [NOME_REMOVIDO] AD
 

INFORMAÇÕES OBRIGATÓRIAS:

3) QUANTIDADE DE [NOME_REMOVIDO]: : Um
 

INFORMAÇÕES OBRIGATÓRIAS [NOME_REMOVIDO]:

4) [NOME_REMOVIDO] 1º MICROCOMPUTADOR: : 042858
5) INFORMAÇÕES ADICIONAIS: : 
 

ANEXO:

6) : Nenhum documento anexado";SUPORTE N1;Natal;USER_ed78a147;0;natal;Natal;2408102
50057;Rede, [TERMO_INTERNO] e Internet: Liberação - Acesso à [NOME_REMOVIDO]-Fi;07-10-2025 09:36;Fechado;07-10-2025 09:58;USER_fb1fa2b3;REDE E INTERNET;SÃO GONÇALO;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : [NOME_REMOVIDO] > 2ª [NOME_REMOVIDO] justiça 
  

O QUE DESEJA SOLICITAR?

2) SELECIONE: : Liberação - Acesso à [NOME_REMOVIDO]-Fi 
  

INFORMAÇÕES OBRIGATÓRIAS:

3) [LOGIN_REMOVIDO] USUÁRIO: : [NOME_REMOVIDO] 
4) TELEFONE DE CONTATO: : [TELEFONE_REMOVIDO] 
5) NOME (SSID) DA REDE WI-FI: : O [LOGIN_REMOVIDO] soube informar 
  

ANEXO:

6) : Nenhum documento anexado";SUPORTE N1;São Gonçalo;USER_c3d41bf5;0;sao goncalo do amarante;São Gonçalo do Amarante;2412005
50037;Suporte à estação de trabalho: Instalação/[NOME_REMOVIDO] software ou sistema;07-10-2025 09:11;Fechado;22-10-2025 08:44;USER_5bb6cbf5;SUPORTE À ESTAÇÃO;SEDE ADMINISTRATIVA I;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - [NOME_REMOVIDO] PMJs > [NOME_REMOVIDO] PMJs da Família (7º,11º,50º,52º,53º,73º,74º)
 

O QUE DESEJA SOLICITAR?

2) SELECIONE : Instalação/[NOME_REMOVIDO] software ou sistema
 

INFORMAÇÕES OBRIGATÓRIAS:

3) TELEFONE PARA CONTATO: : [TELEFONE_REMOVIDO]
4) SOFTWARE/SISTEMA A SER INSTALADO: : [NOME_REMOVIDO] navegador e demais aplicativos nas máquinas da [NOME_REMOVIDO] apoio aos promotores - [NOME_REMOVIDO]
5) NOME OU ENDEREÇO IP DA ESTAÇÃO DE TRABALHO: : a máquina está sem tombo
6) INFORMAÇÕES ADICIONAIS : 
Cumprindo determinação da [NOME_REMOVIDO], 50ª [NOME_REMOVIDO] conforme acordado por telefone, solicito a presença de um servidor da DTI para atualizar as duas máquinas da [NOME_REMOVIDO] aos Promotores situada no 8º andar do [NOME_REMOVIDO]. Esclareço que não há ninguém cumprindo expediente na mencionada sala, de modo que quando a equipe for até o fórum, por gentileza entrar em contato com [NOME_REMOVIDO] ([TELEFONE_REMOVIDO] ou [TELEFONE_REMOVIDO]), para disponibilizar a chave da mencionada sala.";SUPORTE N2;Natal;USER_ed78a147;0;natal;Natal;2408102
50035;Suporte à estação de trabalho: Problema - Computador;07-10-2025 09:09;Fechado;08-10-2025 15:19;USER_850cb046;SUPORTE À ESTAÇÃO;SEDE ADMINISTRATIVA III;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - ANEXO II(Militão) > [NOME_REMOVIDO] PMJ's do idoso e das minorias (9ª, 26ª, 42ª)
 

O QUE DESEJA SOLICITAR?

2) SELECIONE : Problema - Computador
 

INFORMAÇÕES OBRIGATÓRIAS:

3) TELEFONE PARA CONTATO: : [TELEFONE_REMOVIDO]
4) NOME OU ENDEREÇO IP DA ESTAÇÃO DE TRABALHO ([NOME_REMOVIDO], [NOME_REMOVIDO]): : 046957
5) DESCRIÇÃO DO PROBLEMA: : 
O Computador não liga. Problema recorrente.

6) INFORMAÇÕES ADICIONAIS : 
 

ANEXO:

7) : Nenhum documento anexado";SUPORTE N2;Natal;USER_ed78a147;0;natal;Natal;2408102
50030;[NOME_REMOVIDO]: Acesso ou [NOME_REMOVIDO] permissão a Drive;07-10-2025 09:00;Fechado;07-10-2025 09:39;USER_a05bbf74;DRIVES COMPARTILHADOS;SEDE CENTRAL II;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - [NOME_REMOVIDO] [TERMO_INTERNO] - Administrativos > [NOME_REMOVIDO]
 

O QUE DESEJA SOLICITAR?

2) SELECIONE: : Acesso ou [NOME_REMOVIDO] permissão a Drive
 

INFORMAÇÕES OBRIGATÓRIAS:

3) [NOME_REMOVIDO] OU REMOÇÃO? : Acesso
4) LOGIN(S) DO(S) USUÁRIO(S) A SER(EM) ADICIONADO(S) OU REMOVIDO(S): : carlos.falkenberg
5) DRIVE(S) COMPARTILHADO(S) AO(S) [NOME_REMOVIDO]/REMOÇÃO: : GDOC
6) [NOME_REMOVIDO]? : Sim
 

INFORMAÇÕES ADICIONAIS ([NOME_REMOVIDO]):

7) [NOME_REMOVIDO] DE LOTAÇÃO? : Não
 

ANEXO:

8) : Nenhum documento anexado";SUPORTE N1;Natal;USER_ed78a147;0;natal;Natal;2408102
50025;Rede, [TERMO_INTERNO] e Internet: Liberação - Acesso à [TERMO_INTERNO];07-10-2025 08:48;Fechado;07-10-2025 09:00;USER_29e705da;REDE E INTERNET;MOSSORÓ;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Mossoró > Administração > [NOME_REMOVIDO]
 

O QUE DESEJA SOLICITAR?

2) SELECIONE: : Liberação - Acesso à [TERMO_INTERNO]
 

INFORMAÇÕES OBRIGATÓRIAS:

3) [LOGIN_REMOVIDO] [LOGIN_REMOVIDO] [NOME_REMOVIDO] [TERMO_INTERNO]: : jose.junior
4) MOTIVAÇÃO: : Remover micro MOS023494 do AD; sistema sendo restaurado.
5) TELEFONE DE CONTATO: : [TELEFONE_REMOVIDO]
 

ANEXO:

6) : Nenhum documento anexado";SUPORTE N1;Mossoró;USER_ca7ca1e2;0;mossoro;Mossoró;2408003
50018;Suporte à estação de trabalho: Instalação/[NOME_REMOVIDO] software ou sistema;07-10-2025 08:35;Fechado;05-11-2025 13:35;USER_604da91f;SUPORTE À ESTAÇÃO;SEDE CENTRAL II;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - [NOME_REMOVIDO] [TERMO_INTERNO] - Administrativos > [NOME_REMOVIDO] engenharia 
  

O QUE DESEJA SOLICITAR?

2) SELECIONE : Instalação/[NOME_REMOVIDO] software ou sistema 
  

INFORMAÇÕES OBRIGATÓRIAS:

3) TELEFONE PARA CONTATO: : [TELEFONE_REMOVIDO] 
4) SOFTWARE/SISTEMA A SER INSTALADO: : [NOME_REMOVIDO] atualizar 
5) NOME OU ENDEREÇO IP DA ESTAÇÃO DE TRABALHO: :  42858-43342 
6) INFORMAÇÕES ADICIONAIS : 
Solicito a pedido de Dênis,(departamento de Engenharia) a formatação(Sem backup)dos computadores de tombos

 42858-43342 .";SUPORTE N2;Natal;USER_ed78a147;0;natal;Natal;2408102
50014;Suporte à estação de trabalho: Problema - Computador;07-10-2025 08:27;Fechado;07-10-2025 11:44;USER_81fd34dc;SUPORTE À ESTAÇÃO;SEDE CENTRAL I;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - [NOME_REMOVIDO] [TERMO_INTERNO] > [NOME_REMOVIDO] contratações
 

O QUE DESEJA SOLICITAR?

2) SELECIONE : Problema - Computador
 

INFORMAÇÕES OBRIGATÓRIAS:

3) TELEFONE PARA CONTATO: : [TELEFONE_REMOVIDO]
4) NOME OU ENDEREÇO IP DA ESTAÇÃO DE TRABALHO ([NOME_REMOVIDO], [NOME_REMOVIDO]): : [IP_REMOVIDO]
5) DESCRIÇÃO DO PROBLEMA: : 
Computador liga no entanto não abre nem um aplicativo, mesmo após clicar nos icones

6) INFORMAÇÕES ADICIONAIS : 
 

ANEXO:

7) : Nenhum documento anexado";SUPORTE N2;Natal;USER_ed78a147;0;natal;Natal;2408102
50013;E-mail Institucional: Inclusão/[NOME_REMOVIDO] [LOGIN_REMOVIDO] Grupo/Lista;07-10-2025 08:24;Fechado;07-10-2025 08:56;USER_b8ce9d42;DINFRA > E-MAIL INSTITUICIONAL;SEDE CENTRAL I;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - [NOME_REMOVIDO] [TERMO_INTERNO] - Corregedoria-Geral > [NOME_REMOVIDO] promotor-corregedor 2
 

O QUE DESEJA SOLICITAR?

2) SELECIONE : Inclusão/[NOME_REMOVIDO] [LOGIN_REMOVIDO] Grupo/Lista
 

 INFORMAÇÕES OBRIGATÓRIAS:

3) INCLUSÃO OU EXCLUSÃO? : Exclusão
4) [LOGIN_REMOVIDO](S) USUÁRIO(S): : 
Alexandre.cunha

5) ENDEREÇO(S) DO(S) GRUPO(S) OU LISTA(S): : 
quero ficar com email individualizado, portanto, sair de todos os grupos. 

 

ANEXO:

6) : Documento anexado";SUPORTE N1;Natal;USER_ed78a147;0;natal;Natal;2408102
50005;Rede, [TERMO_INTERNO] e Internet: Liberação - Acesso à [TERMO_INTERNO];07-10-2025 08:14;Fechado;07-10-2025 09:00;USER_740e463f;REDE E INTERNET;NOVA CRUZ;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : [NOME_REMOVIDO] > 2ª [NOME_REMOVIDO] justiça
 

O QUE DESEJA SOLICITAR?

2) SELECIONE: : Liberação - Acesso à [TERMO_INTERNO]
 

INFORMAÇÕES OBRIGATÓRIAS:

3) PESSOA SOLICITANTE: : [NOME_REMOVIDO]
4) E-MAIL: : [EMAIL_REMOVIDO]
5) DESCRIÇÃO : 
Solicito, por gentileza, a liberação do acesso à [TERMO_INTERNO]. Consegui fazer a instalação normalmente no computador, mas o meu [LOGIN_REMOVIDO] não está liberado para uso da [TERMO_INTERNO], mesmo já estando funcionando para uso da [TERMO_INTERNO] e outros sistemas.

 

ANEXO:

6) : Documento anexado";SUPORTE N1;Nova Cruz;USER_af9ff9d4;0;nova cruz;Nova Cruz;2408300
49971;Sistemas: Sistema de Processos;06-10-2025 10:04;Fechado;29-10-2025 08:44;USER_5c3eb8a0;SISTEMAS;SEDE CENTRAL II;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - [NOME_REMOVIDO] [TERMO_INTERNO] - Administrativos > NAJUR
2) CARGO: : [NOME_REMOVIDO] MPE / [NOME_REMOVIDO]
 

DE [NOME_REMOVIDO]?

3) SELECIONE: : e-MP
 

O QUE DESEJA SOLICITAR?

4) SELECIONE: : Solicitações
 

INFORMAÇÕES OBRIGATÓRIAS:

5) TELEFONE PARA CONTATO: : [TELEFONE_REMOVIDO]
6) [NOME_REMOVIDO]: : 
Solicito alteração do nome desta servidora nas caixas do sistema E-mp para: [NOME_REMOVIDO], tendo em vista não ser conhecida pelo nome: EDVÂNIA.";SUPORTE N1;Natal;USER_ed78a147;0;natal;Natal;2408102
49896;Suporte em eventos: [NOME_REMOVIDO] suporte em evento;02-10-2025 14:45;Fechado;09-10-2025 07:29;USER_7b94fedd;SUPORTE EM EVENTOS;MOSSORÓ;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Mossoró > Administração > Secretaria regional
 

INFORMAÇÕES OBRIGATÓRIAS:

2) SOLICITANTE: : [NOME_REMOVIDO]
3) [NOME_REMOVIDO]: : [NOME_REMOVIDO] com os [NOME_REMOVIDO] Dix-[NOME_REMOVIDO], Mossoró, [NOME_REMOVIDO]
4) DATA E [NOME_REMOVIDO]: : 08-10-2025 13:00
5) DATA E [NOME_REMOVIDO]: : 08-10-2025 17:00
6) [NOME_REMOVIDO]: : Miniauditório 
7) [NOME_REMOVIDO] O EVENTO: : 
Solicito suporte para evento escrito em tela.

 

ANEXO:

8) : Nenhum documento anexado";SUPORTE N2;Mossoró;USER_ca7ca1e2;0;mossoro;Mossoró;2408003
49895;Suporte em eventos: [NOME_REMOVIDO] suporte em evento;02-10-2025 14:44;Fechado;09-10-2025 07:29;USER_7b94fedd;SUPORTE EM EVENTOS;MOSSORÓ;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Mossoró > Administração > Secretaria regional
 

INFORMAÇÕES OBRIGATÓRIAS:

2) SOLICITANTE: : [NOME_REMOVIDO]
3) [NOME_REMOVIDO]: : Audiência 5ª PmJ
4) DATA E [NOME_REMOVIDO]: : 08-10-2025 08:00
5) DATA E [NOME_REMOVIDO]: : 08-10-2025 13:00
6) [NOME_REMOVIDO]: : [NOME_REMOVIDO] audiência
7) [NOME_REMOVIDO] O EVENTO: : 
Solicito suporte para evento descrito em tela 

 

ANEXO:

8) : Nenhum documento anexado";SUPORTE N2;Mossoró;USER_ca7ca1e2;0;mossoro;Mossoró;2408003
49893;Suporte em eventos: [NOME_REMOVIDO] suporte em evento;02-10-2025 14:43;Fechado;09-10-2025 07:30;USER_7b94fedd;SUPORTE EM EVENTOS;MOSSORÓ;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Mossoró > Administração > Secretaria regional
 

INFORMAÇÕES OBRIGATÓRIAS:

2) SOLICITANTE: : [NOME_REMOVIDO]
3) [NOME_REMOVIDO]: : Audiência 5ª PmJ
4) DATA E [NOME_REMOVIDO]: : 07-10-2025 08:00
5) DATA E [NOME_REMOVIDO]: : 07-10-2025 13:00
6) [NOME_REMOVIDO]: : [NOME_REMOVIDO] audiência 
7) [NOME_REMOVIDO] O EVENTO: : 
Solicito suporte para evento descrito em tela

 

ANEXO:

8) : Nenhum documento anexado";SUPORTE N2;Mossoró;USER_ca7ca1e2;0;mossoro;Mossoró;2408003
49891;Suporte em eventos: [NOME_REMOVIDO] suporte em evento;02-10-2025 14:42;Fechado;09-10-2025 07:30;USER_7b94fedd;SUPORTE EM EVENTOS;MOSSORÓ;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Mossoró > Administração > Secretaria regional
 

INFORMAÇÕES OBRIGATÓRIAS:

2) SOLICITANTE: : [NOME_REMOVIDO]
3) [NOME_REMOVIDO]: : Círculo com Homens
4) DATA E [NOME_REMOVIDO]: : 07-10-2025 08:00
5) DATA E [NOME_REMOVIDO]: : 07-10-2025 12:00
6) [NOME_REMOVIDO]: : Miniauditório 
7) [NOME_REMOVIDO] O EVENTO: : 
Solicito suporte com equipamentos da sala citada acima. 

 

ANEXO:

8) : Nenhum documento anexado";SUPORTE N2;Mossoró;USER_ca7ca1e2;0;mossoro;Mossoró;2408003
49877;Suporte em eventos: [NOME_REMOVIDO] suporte em evento;02-10-2025 14:22;Fechado;10-10-2025 13:38;USER_45ef6916;SUPORTE EM EVENTOS;SEDE ADMINISTRATIVA III;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - ANEXO II(Militão) > CEAF - Setor técnico-pedagógico
 

INFORMAÇÕES OBRIGATÓRIAS:

2) SOLICITANTE: : CEAF
3) [NOME_REMOVIDO]: : Entrega voluntária de crianças para adoção - [NOME_REMOVIDO], [NOME_REMOVIDO]/RN.
4) DATA E [NOME_REMOVIDO]: : 10-10-2025 08:00
5) DATA E [NOME_REMOVIDO]: : 10-10-2025 13:00
6) [NOME_REMOVIDO]: : [NOME_REMOVIDO] [NOME_REMOVIDO]/RN. [NOME_REMOVIDO], nº 1, Centro – Macaíba/RN CEP: 59280-172.
7) [NOME_REMOVIDO] O EVENTO: : 
Solicito suporte técnico para o evento abaixo:

[NOME_REMOVIDO] curso: Entrega voluntária de crianças para adoção - [NOME_REMOVIDO], [NOME_REMOVIDO]/RN.

Solicito internet, notebook, projetor multimídia, passador de slides e a presença de um técnico para acompanhamento durante o evento.

[NOME_REMOVIDO] realização do evento:

Dia 10/10 - 08h ás 13h

Grato,
[NOME_REMOVIDO]-Pedagógico/CEAF/[TERMO_INTERNO] [TELEFONE_REMOVIDO]

 

ANEXO:

8) : Nenhum documento anexado";SUPORTE N2;Natal;USER_ed78a147;0;natal;Natal;2408102
49861;[LOGIN_REMOVIDO] rede institucional: Problema - [NOME_REMOVIDO] senha;02-10-2025 14:01;Fechado;02-10-2025 14:28;USER_38401603;USUÁRIO DE REDE;SEDE ADMINISTRATIVA II;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - ANEXO I(PP) > 44ª [NOME_REMOVIDO] justiça
 

O QUE DESEJA SOLICITAR?

2) SELECIONE: : Problema - [NOME_REMOVIDO] senha
 

[SENHA_REMOVIDA]

3) [LOGIN_REMOVIDO] USUÁRIO: : gabriela.moraes
4) TELEFONE PARA CONTATO: : [TELEFONE_REMOVIDO]
5) MOTIVAÇÃO: : 
Caros servidores,

A nova usuária (estagiária) não está conseguindo acesso à [TERMO_INTERNO] com a nova senha [SENHA_REMOVIDA] [LOGIN_REMOVIDO] Solicito solução do problema.

Atenciosamente,

[NOME_REMOVIDO]

 

[NOME_REMOVIDO]

6) [NOME_REMOVIDO] : [NOME_REMOVIDO]";SUPORTE N1;Natal;USER_ed78a147;0;natal;Natal;2408102
49837;Rede, [TERMO_INTERNO] e Internet: Liberação - Acesso à [TERMO_INTERNO];02-10-2025 13:30;Fechado;02-10-2025 13:41;USER_d88a586a;REDE E INTERNET;SEDE ADMINISTRATIVA I;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - [NOME_REMOVIDO] PMJs > 81º [NOME_REMOVIDO] - Natal
 

O QUE DESEJA SOLICITAR?

2) SELECIONE: : Liberação - Acesso à [TERMO_INTERNO]
 

INFORMAÇÕES OBRIGATÓRIAS:

3) PESSOA SOLICITANTE: : [NOME_REMOVIDO]
4) E-MAIL: : [EMAIL_REMOVIDO]
5) DESCRIÇÃO : 
Acesso à [TERMO_INTERNO] para a estagiária de graduação desta PmJ que possui o seguinte [LOGIN_REMOVIDO]

 

ANEXO:

6) : Nenhum documento anexado";SUPORTE N1;Natal;USER_ed78a147;0;natal;Natal;2408102
49827;Suporte em eventos: [NOME_REMOVIDO] suporte em evento;02-10-2025 13:22;Fechado;13-10-2025 08:15;USER_45ef6916;SUPORTE EM EVENTOS;SEDE ADMINISTRATIVA III;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : Natal - ANEXO II(Militão) > CEAF - Setor técnico-pedagógico
 

INFORMAÇÕES OBRIGATÓRIAS:

2) SOLICITANTE: : CEAF
3) [NOME_REMOVIDO]: : Visita MP
4) DATA E [NOME_REMOVIDO]: : 10-10-2025 08:00
5) DATA E [NOME_REMOVIDO]: : 10-10-2025 11:00
6) [NOME_REMOVIDO]: : Plenário ([NOME_REMOVIDO] [TERMO_INTERNO])
7) [NOME_REMOVIDO] O EVENTO: : 
Solicito suporte técnico para o evento abaixo:

[NOME_REMOVIDO] curso: Visita MP

Solicito internet, notebook, projetor multimídia, passador de slides e a presença de um técnico para acompanhamento durante o evento.

[NOME_REMOVIDO] realização do evento:

Dia 10/10 - 08h às 11H

Grato,
[NOME_REMOVIDO]-Pedagógico/CEAF/[TERMO_INTERNO] [TELEFONE_REMOVIDO]

 

ANEXO:

8) : Nenhum documento anexado";SUPORTE N2;Natal;USER_ed78a147;0;natal;Natal;2408102
49817;[NOME_REMOVIDO] serviços de impressão: Informações/orientação;02-10-2025 13:04;Fechado;17-10-2025 09:32;USER_cdfd9954;GAU > IMPRESSORA E SERVIÇÕES DE IMPRESSÃO;JARDIM DO SERIDÓ;"DADOS DO FORMULÁRIO

LOTAÇÃO:

1) INFORME ONDE VOCÊ ESTÁ LOTADO: : [NOME_REMOVIDO] > Secretaria administrativa
 

[NOME_REMOVIDO] [NOME_REMOVIDO]:

2) SELECIONE: : Informações/orientação
 

INFORMAÇÕES OBRIGATÓRIAS:

3) TELEFONE DE CONTATO: : 

[TELEFONE_REMOVIDO]

4) DÚVIDA/SOLICITAÇÃO DE INFORMAÇÃO: : 
Não estou conseguindo digitalizar neste computador

[NOME_REMOVIDO] computador: 046956

[NOME_REMOVIDO] impressora Samsung: 027480

 

ANEXO:

5) : Nenhum documento anexado";SUPORTE N2;Jardim do Seridó;USER_ed78a147;0;jardim do serido;Jardim do Seridó;2405702
